,Class,Text,text_message,word_tokens,stemmed,final_text,labels
4136,ham,Just got to  &lt;#&gt;,just got to  ltgt,"['just', 'got', 'to', '', 'ltgt']","['just', 'got', 'to', '', 'ltgt']",just got to ltgt,0
4137,ham,"Good! No, donâ°ÃÃ·t need any receiptsâ°ÃÃwell done! (â°Ã_) Yes, please tell . Whatâ°ÃÃ·s her number, i could ring her",good no donâ°ãã·t need any receiptsâ°ããwell done â°ã yes please tell  whatâ°ãã·s her number i could ring her,"['good', 'no', 'donâ\x80°ã\x9bã·t', 'need', 'any', 'receiptsâ\x80°ã\x9bã\x93well', 'done', 'â\x80°ã\x9b', 'yes', 'please', 'tell', '', 'whatâ\x80°ã\x9bã·s', 'her', 'number', 'i', 'could', 'ring', 'her']","['good', 'no', 'donâ\x80°ã\x9bã·t', 'need', 'ani', 'receiptsâ\x80°ã\x9bã\x93wel', 'done', 'â\x80°ã\x9b', 'ye', 'pleas', 'tell', '', 'whatâ\x80°ã\x9bã·', 'her', 'number', 'i', 'could', 'ring', 'her']",good no donâ°ãã·t need ani receiptsâ°ããwel done â°ã ye pleas tell whatâ°ãã· her number could ring her,0
4138,ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it   gud nyt,"['ever', 'green', 'quote', 'ever', 'told', 'by', 'jerry', 'in', 'cartoon', 'a', 'person', 'who', 'irritates', 'u', 'always', 'is', 'the', 'one', 'who', 'loves', 'u', 'vry', 'much', 'but', 'fails', 'to', 'express', 'it', '', '', 'gud', 'nyt']","['ever', 'green', 'quot', 'ever', 'told', 'by', 'jerri', 'in', 'cartoon', 'a', 'person', 'who', 'irrit', 'u', 'alway', 'is', 'the', 'one', 'who', 'love', 'u', 'vri', 'much', 'but', 'fail', 'to', 'express', 'it', '', '', 'gud', 'nyt']",ever green quot ever told by jerri in cartoon person who irrit alway is the one who love vri much but fail to express it gud nyt,0
4139,ham,Leave it wif me lar... ÃÃ wan to carry meh so heavy... Is da num 98321561 familiar to Ã_?,leave it wif me lar ãã wan to carry meh so heavy is da num 98321561 familiar to ã,"['leave', 'it', 'wif', 'me', 'lar', 'ã\x8cã\x8f', 'wan', 'to', 'carry', 'meh', 'so', 'heavy', 'is', 'da', 'num', '98321561', 'familiar', 'to', 'ã\x8c']","['leav', 'it', 'wif', 'me', 'lar', 'ã\x8cã\x8f', 'wan', 'to', 'carri', 'meh', 'so', 'heavi', 'is', 'da', 'num', '98321561', 'familiar', 'to', 'ã\x8c']",leav it wif me lar ãã wan to carri meh so heavi is da num 98321561 familiar to ã,0
4140,ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),beautiful truth  expression of the face could be seen by everyone but the depression of heart could be understood only by the loved ones gud ni8,"['beautiful', 'truth', '', 'expression', 'of', 'the', 'face', 'could', 'be', 'seen', 'by', 'everyone', 'but', 'the', 'depression', 'of', 'heart', 'could', 'be', 'understood', 'only', 'by', 'the', 'loved', 'ones', 'gud', 'ni8']","['beauti', 'truth', '', 'express', 'of', 'the', 'face', 'could', 'be', 'seen', 'by', 'everyon', 'but', 'the', 'depress', 'of', 'heart', 'could', 'be', 'understood', 'onli', 'by', 'the', 'love', 'one', 'gud', 'ni8']",beauti truth express of the face could be seen by everyon but the depress of heart could be understood onli by the love one gud ni8,0
4141,ham,Infact happy new year. How are you where are you when are we seeing,infact happy new year how are you where are you when are we seeing,"['infact', 'happy', 'new', 'year', 'how', 'are', 'you', 'where', 'are', 'you', 'when', 'are', 'we', 'seeing']","['infact', 'happi', 'new', 'year', 'how', 'are', 'you', 'where', 'are', 'you', 'when', 'are', 'we', 'see']",infact happi new year how are you where are you when are we see,0
4142,spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",in the simpsons movie released in july 2007 name the band that died at the start of the film agreen day bblue day cred day send a b or c,"['in', 'the', 'simpsons', 'movie', 'released', 'in', 'july', '2007', 'name', 'the', 'band', 'that', 'died', 'at', 'the', 'start', 'of', 'the', 'film', 'agreen', 'day', 'bblue', 'day', 'cred', 'day', 'send', 'a', 'b', 'or', 'c']","['in', 'the', 'simpson', 'movi', 'releas', 'in', 'juli', '2007', 'name', 'the', 'band', 'that', 'die', 'at', 'the', 'start', 'of', 'the', 'film', 'agreen', 'day', 'bblue', 'day', 'cred', 'day', 'send', 'a', 'b', 'or', 'c']",in the simpson movi releas in juli 2007 name the band that die at the start of the film agreen day bblue day cred day send or,1
4143,ham,That's a shame! Maybe cld meet for few hrs tomo?,thats a shame maybe cld meet for few hrs tomo,"['thats', 'a', 'shame', 'maybe', 'cld', 'meet', 'for', 'few', 'hrs', 'tomo']","['that', 'a', 'shame', 'mayb', 'cld', 'meet', 'for', 'few', 'hr', 'tomo']",that shame mayb cld meet for few hr tomo,0
4144,ham,Lol I would but despite these cramps I like being a girl.,lol i would but despite these cramps i like being a girl,"['lol', 'i', 'would', 'but', 'despite', 'these', 'cramps', 'i', 'like', 'being', 'a', 'girl']","['lol', 'i', 'would', 'but', 'despit', 'these', 'cramp', 'i', 'like', 'be', 'a', 'girl']",lol would but despit these cramp like be girl,0
4145,ham,I canÃ¥Ãt wait for cornwall. Hope tonight isnÃ¥Ãt too bad as well but itÃ¥Ãs rock night shite. Anyway iÃ¥Ãm going for a kip now have a good night. Speak to you soon.,i canã¥ãt wait for cornwall hope tonight isnã¥ãt too bad as well but itã¥ãs rock night shite anyway iã¥ãm going for a kip now have a good night speak to you soon,"['i', 'canã¥ã\x95t', 'wait', 'for', 'cornwall', 'hope', 'tonight', 'isnã¥ã\x95t', 'too', 'bad', 'as', 'well', 'but', 'itã¥ã\x95s', 'rock', 'night', 'shite', 'anyway', 'iã¥ã\x95m', 'going', 'for', 'a', 'kip', 'now', 'have', 'a', 'good', 'night', 'speak', 'to', 'you', 'soon']","['i', 'canã¥ã\x95t', 'wait', 'for', 'cornwal', 'hope', 'tonight', 'isnã¥ã\x95t', 'too', 'bad', 'as', 'well', 'but', 'itã¥ã\x95', 'rock', 'night', 'shite', 'anyway', 'iã¥ã\x95m', 'go', 'for', 'a', 'kip', 'now', 'have', 'a', 'good', 'night', 'speak', 'to', 'you', 'soon']",canã¥ãt wait for cornwal hope tonight isnã¥ãt too bad as well but itã¥ã rock night shite anyway iã¥ãm go for kip now have good night speak to you soon,0
4146,ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,pls help me tell sura that im expecting a battery from hont and that if should pls send me a message about how to download movies thanks,"['pls', 'help', 'me', 'tell', 'sura', 'that', 'im', 'expecting', 'a', 'battery', 'from', 'hont', 'and', 'that', 'if', 'should', 'pls', 'send', 'me', 'a', 'message', 'about', 'how', 'to', 'download', 'movies', 'thanks']","['pl', 'help', 'me', 'tell', 'sura', 'that', 'im', 'expect', 'a', 'batteri', 'from', 'hont', 'and', 'that', 'if', 'should', 'pl', 'send', 'me', 'a', 'messag', 'about', 'how', 'to', 'download', 'movi', 'thank']",pl help me tell sura that im expect batteri from hont and that if should pl send me messag about how to download movi thank,0
4147,spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,please call amanda with regard to renewing or upgrading your current tmobile handset free of charge offer ends today tel 0845 021 3680 subject to ts and cs,"['please', 'call', 'amanda', 'with', 'regard', 'to', 'renewing', 'or', 'upgrading', 'your', 'current', 'tmobile', 'handset', 'free', 'of', 'charge', 'offer', 'ends', 'today', 'tel', '0845', '021', '3680', 'subject', 'to', 'ts', 'and', 'cs']","['pleas', 'call', 'amanda', 'with', 'regard', 'to', 'renew', 'or', 'upgrad', 'your', 'current', 'tmobil', 'handset', 'free', 'of', 'charg', 'offer', 'end', 'today', 'tel', '0845', '021', '3680', 'subject', 'to', 'ts', 'and', 'cs']",pleas call amanda with regard to renew or upgrad your current tmobil handset free of charg offer end today tel 0845 021 3680 subject to ts and cs,1
4148,ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",havent found a way to get another app for your phone eh  will you go to the net cafe  did you take that job geeee i need you babe i crave to see you ,"['havent', 'found', 'a', 'way', 'to', 'get', 'another', 'app', 'for', 'your', 'phone', 'eh', '', 'will', 'you', 'go', 'to', 'the', 'net', 'cafe', '', 'did', 'you', 'take', 'that', 'job', 'geeee', 'i', 'need', 'you', 'babe', 'i', 'crave', 'to', 'see', 'you', '']","['havent', 'found', 'a', 'way', 'to', 'get', 'anoth', 'app', 'for', 'your', 'phone', 'eh', '', 'will', 'you', 'go', 'to', 'the', 'net', 'cafe', '', 'did', 'you', 'take', 'that', 'job', 'geeee', 'i', 'need', 'you', 'babe', 'i', 'crave', 'to', 'see', 'you', '']",havent found way to get anoth app for your phone eh will you go to the net cafe did you take that job geeee need you babe crave to see you,0
4149,ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,i only work from mon to thurs but sat i cant leh booked liao which other day u free,"['i', 'only', 'work', 'from', 'mon', 'to', 'thurs', 'but', 'sat', 'i', 'cant', 'leh', 'booked', 'liao', 'which', 'other', 'day', 'u', 'free']","['i', 'onli', 'work', 'from', 'mon', 'to', 'thur', 'but', 'sat', 'i', 'cant', 'leh', 'book', 'liao', 'which', 'other', 'day', 'u', 'free']",onli work from mon to thur but sat cant leh book liao which other day free,0
4150,ham,ÃÃ comin to fetch us oredi...,ãã comin to fetch us oredi,"['ã\x8cã\x8f', 'comin', 'to', 'fetch', 'us', 'oredi']","['ã\x8cã\x8f', 'comin', 'to', 'fetch', 'us', 'oredi']",ãã comin to fetch us oredi,0
4151,ham,What's nannys address?,whats nannys address,"['whats', 'nannys', 'address']","['what', 'nanni', 'address']",what nanni address,0
4152,spam,"URGENT!! Your 4* Costa Del Sol Holiday or Ã¥Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÃ¥Â£1.50/pm, Max10mins",urgent your 4 costa del sol holiday or ã¥â£5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh costã¥â£150pm max10mins,"['urgent', 'your', '4', 'costa', 'del', 'sol', 'holiday', 'or', 'ã¥â£5000', 'await', 'collection', 'call', '09050090044', 'now', 'toclaim', 'sae', 'tc', 's', 'pobox334', 'stockport', 'sk38xh', 'costã¥â£150pm', 'max10mins']","['urgent', 'your', '4', 'costa', 'del', 'sol', 'holiday', 'or', 'ã¥â£5000', 'await', 'collect', 'call', '09050090044', 'now', 'toclaim', 'sae', 'tc', 's', 'pobox334', 'stockport', 'sk38xh', 'costã¥â£150pm', 'max10min']",urgent your costa del sol holiday or ã¥â£5000 await collect call 09050090044 now toclaim sae tc pobox334 stockport sk38xh costã¥â£150pm max10min,1
4153,ham,Haf u eaten? Wat time u wan me 2 come?,haf u eaten wat time u wan me 2 come,"['haf', 'u', 'eaten', 'wat', 'time', 'u', 'wan', 'me', '2', 'come']","['haf', 'u', 'eaten', 'wat', 'time', 'u', 'wan', 'me', '2', 'come']",haf eaten wat time wan me come,0
4154,spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call 08000930705 for free delivery,"['want', 'a', 'new', 'video', 'phone', '750', 'anytime', 'any', 'network', 'mins', 'half', 'price', 'line', 'rental', 'free', 'text', 'for', '3', 'months', 'reply', 'or', 'call', '08000930705', 'for', 'free', 'delivery']","['want', 'a', 'new', 'video', 'phone', '750', 'anytim', 'ani', 'network', 'min', 'half', 'price', 'line', 'rental', 'free', 'text', 'for', '3', 'month', 'repli', 'or', 'call', '08000930705', 'for', 'free', 'deliveri']",want new video phone 750 anytim ani network min half price line rental free text for month repli or call 08000930705 for free deliveri,1
4155,ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",yo call me when you get the chance a friend of mine wanted me to ask you about a big order,"['yo', 'call', 'me', 'when', 'you', 'get', 'the', 'chance', 'a', 'friend', 'of', 'mine', 'wanted', 'me', 'to', 'ask', 'you', 'about', 'a', 'big', 'order']","['yo', 'call', 'me', 'when', 'you', 'get', 'the', 'chanc', 'a', 'friend', 'of', 'mine', 'want', 'me', 'to', 'ask', 'you', 'about', 'a', 'big', 'order']",yo call me when you get the chanc friend of mine want me to ask you about big order,0
4156,ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,this single single answers are we fighting plus i said am broke and you didnt reply,"['this', 'single', 'single', 'answers', 'are', 'we', 'fighting', 'plus', 'i', 'said', 'am', 'broke', 'and', 'you', 'didnt', 'reply']","['thi', 'singl', 'singl', 'answer', 'are', 'we', 'fight', 'plu', 'i', 'said', 'am', 'broke', 'and', 'you', 'didnt', 'repli']",thi singl singl answer are we fight plu said am broke and you didnt repli,0
4157,ham,It certainly puts things into perspective when something like this happens,it certainly puts things into perspective when something like this happens,"['it', 'certainly', 'puts', 'things', 'into', 'perspective', 'when', 'something', 'like', 'this', 'happens']","['it', 'certainli', 'put', 'thing', 'into', 'perspect', 'when', 'someth', 'like', 'thi', 'happen']",it certainli put thing into perspect when someth like thi happen,0
4158,ham,Now got tv 2 watch meh? U no work today?,now got tv 2 watch meh u no work today,"['now', 'got', 'tv', '2', 'watch', 'meh', 'u', 'no', 'work', 'today']","['now', 'got', 'tv', '2', 'watch', 'meh', 'u', 'no', 'work', 'today']",now got tv watch meh no work today,0
4159,ham,i felt so...not any conveying reason.. Ese he... What about me?,i felt sonot any conveying reason ese he what about me,"['i', 'felt', 'sonot', 'any', 'conveying', 'reason', 'ese', 'he', 'what', 'about', 'me']","['i', 'felt', 'sonot', 'ani', 'convey', 'reason', 'ese', 'he', 'what', 'about', 'me']",felt sonot ani convey reason ese he what about me,0
4160,spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,had your mobile 11 months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on 08002986030,"['had', 'your', 'mobile', '11', 'months', 'or', 'more', 'u', 'r', 'entitled', 'to', 'update', 'to', 'the', 'latest', 'colour', 'mobiles', 'with', 'camera', 'for', 'free', 'call', 'the', 'mobile', 'update', 'co', 'free', 'on', '08002986030']","['had', 'your', 'mobil', '11', 'month', 'or', 'more', 'u', 'r', 'entitl', 'to', 'updat', 'to', 'the', 'latest', 'colour', 'mobil', 'with', 'camera', 'for', 'free', 'call', 'the', 'mobil', 'updat', 'co', 'free', 'on', '08002986030']",had your mobil 11 month or more entitl to updat to the latest colour mobil with camera for free call the mobil updat co free on 08002986030,1
4161,ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,hows it going got any exciting karaoke type activities planned im debating whether to play football this eve feeling lazy though,"['hows', 'it', 'going', 'got', 'any', 'exciting', 'karaoke', 'type', 'activities', 'planned', 'im', 'debating', 'whether', 'to', 'play', 'football', 'this', 'eve', 'feeling', 'lazy', 'though']","['how', 'it', 'go', 'got', 'ani', 'excit', 'karaok', 'type', 'activ', 'plan', 'im', 'debat', 'whether', 'to', 'play', 'footbal', 'thi', 'eve', 'feel', 'lazi', 'though']",how it go got ani excit karaok type activ plan im debat whether to play footbal thi eve feel lazi though,0
4162,ham,I told that am coming on wednesday.,i told that am coming on wednesday,"['i', 'told', 'that', 'am', 'coming', 'on', 'wednesday']","['i', 'told', 'that', 'am', 'come', 'on', 'wednesday']",told that am come on wednesday,0
4163,ham,"Its ok, called mom instead have fun",its ok called mom instead have fun,"['its', 'ok', 'called', 'mom', 'instead', 'have', 'fun']","['it', 'ok', 'call', 'mom', 'instead', 'have', 'fun']",it ok call mom instead have fun,0
4164,spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",dear voucher holder to claim this weeks offer at your pc please go to httpwwwwtlpcouktext tscs apply,"['dear', 'voucher', 'holder', 'to', 'claim', 'this', 'weeks', 'offer', 'at', 'your', 'pc', 'please', 'go', 'to', 'httpwwwwtlpcouktext', 'tscs', 'apply']","['dear', 'voucher', 'holder', 'to', 'claim', 'thi', 'week', 'offer', 'at', 'your', 'pc', 'pleas', 'go', 'to', 'httpwwwwtlpcouktext', 'tsc', 'appli']",dear voucher holder to claim thi week offer at your pc pleas go to httpwwwwtlpcouktext tsc appli,1
4165,ham,Well if I'm that desperate I'll just call armand again,well if im that desperate ill just call armand again,"['well', 'if', 'im', 'that', 'desperate', 'ill', 'just', 'call', 'armand', 'again']","['well', 'if', 'im', 'that', 'desper', 'ill', 'just', 'call', 'armand', 'again']",well if im that desper ill just call armand again,0
4166,ham,Are you at work right now ?,are you at work right now ,"['are', 'you', 'at', 'work', 'right', 'now', '']","['are', 'you', 'at', 'work', 'right', 'now', '']",are you at work right now,0
4167,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,"['congrats', 'nokia', '3650', 'video', 'camera', 'phone', 'is', 'your', 'call', '09066382422', 'calls', 'cost', '150ppm', 'ave', 'call', '3mins', 'vary', 'from', 'mobiles', '16', 'close', '300603', 'post', 'bcm4284', 'ldn', 'wc1n3xx']","['congrat', 'nokia', '3650', 'video', 'camera', 'phone', 'is', 'your', 'call', '09066382422', 'call', 'cost', '150ppm', 'ave', 'call', '3min', 'vari', 'from', 'mobil', '16', 'close', '300603', 'post', 'bcm4284', 'ldn', 'wc1n3xx']",congrat nokia 3650 video camera phone is your call 09066382422 call cost 150ppm ave call 3min vari from mobil 16 close 300603 post bcm4284 ldn wc1n3xx,1
4168,ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,havent heard anything and hes not answering my texts so im guessing he flaked that said the jb is fantastic,"['havent', 'heard', 'anything', 'and', 'hes', 'not', 'answering', 'my', 'texts', 'so', 'im', 'guessing', 'he', 'flaked', 'that', 'said', 'the', 'jb', 'is', 'fantastic']","['havent', 'heard', 'anyth', 'and', 'he', 'not', 'answer', 'my', 'text', 'so', 'im', 'guess', 'he', 'flake', 'that', 'said', 'the', 'jb', 'is', 'fantast']",havent heard anyth and he not answer my text so im guess he flake that said the jb is fantast,0
4169,ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",mmmmmm  i love youso much ahmad  i cant wait for this year to begin as every second takes me closer to being at your side happy new year my love,"['mmmmmm', '', 'i', 'love', 'youso', 'much', 'ahmad', '', 'i', 'cant', 'wait', 'for', 'this', 'year', 'to', 'begin', 'as', 'every', 'second', 'takes', 'me', 'closer', 'to', 'being', 'at', 'your', 'side', 'happy', 'new', 'year', 'my', 'love']","['mmmmmm', '', 'i', 'love', 'youso', 'much', 'ahmad', '', 'i', 'cant', 'wait', 'for', 'thi', 'year', 'to', 'begin', 'as', 'everi', 'second', 'take', 'me', 'closer', 'to', 'be', 'at', 'your', 'side', 'happi', 'new', 'year', 'my', 'love']",mmmmmm love youso much ahmad cant wait for thi year to begin as everi second take me closer to be at your side happi new year my love,0
4170,ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,pls whats the full name of jokes school cos fees in university of florida seem to actually be  ltgt k pls holla back,"['pls', 'whats', 'the', 'full', 'name', 'of', 'jokes', 'school', 'cos', 'fees', 'in', 'university', 'of', 'florida', 'seem', 'to', 'actually', 'be', '', 'ltgt', 'k', 'pls', 'holla', 'back']","['pl', 'what', 'the', 'full', 'name', 'of', 'joke', 'school', 'co', 'fee', 'in', 'univers', 'of', 'florida', 'seem', 'to', 'actual', 'be', '', 'ltgt', 'k', 'pl', 'holla', 'back']",pl what the full name of joke school co fee in univers of florida seem to actual be ltgt pl holla back,0
4171,ham,"Sorry, I'll call later",sorry ill call later,"['sorry', 'ill', 'call', 'later']","['sorri', 'ill', 'call', 'later']",sorri ill call later,0
4172,ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ok but they said ive got wisdom teeth hidden inside n mayb need 2 remove,"['ok', 'but', 'they', 'said', 'ive', 'got', 'wisdom', 'teeth', 'hidden', 'inside', 'n', 'mayb', 'need', '2', 'remove']","['ok', 'but', 'they', 'said', 'ive', 'got', 'wisdom', 'teeth', 'hidden', 'insid', 'n', 'mayb', 'need', '2', 'remov']",ok but they said ive got wisdom teeth hidden insid mayb need remov,0
4173,ham,And pls pls drink plenty plenty water,and pls pls drink plenty plenty water,"['and', 'pls', 'pls', 'drink', 'plenty', 'plenty', 'water']","['and', 'pl', 'pl', 'drink', 'plenti', 'plenti', 'water']",and pl pl drink plenti plenti water,0
4174,ham,How are you doing. How's the queen. Are you going for the royal wedding,how are you doing hows the queen are you going for the royal wedding,"['how', 'are', 'you', 'doing', 'hows', 'the', 'queen', 'are', 'you', 'going', 'for', 'the', 'royal', 'wedding']","['how', 'are', 'you', 'do', 'how', 'the', 'queen', 'are', 'you', 'go', 'for', 'the', 'royal', 'wed']",how are you do how the queen are you go for the royal wed,0
4175,ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,hes in lag thats just the sad part but we keep in touch thanks to skype,"['hes', 'in', 'lag', 'thats', 'just', 'the', 'sad', 'part', 'but', 'we', 'keep', 'in', 'touch', 'thanks', 'to', 'skype']","['he', 'in', 'lag', 'that', 'just', 'the', 'sad', 'part', 'but', 'we', 'keep', 'in', 'touch', 'thank', 'to', 'skype']",he in lag that just the sad part but we keep in touch thank to skype,0
4176,ham,Ok lor then we go tog lor...,ok lor then we go tog lor,"['ok', 'lor', 'then', 'we', 'go', 'tog', 'lor']","['ok', 'lor', 'then', 'we', 'go', 'tog', 'lor']",ok lor then we go tog lor,0
4177,ham,Two teams waiting for some players,two teams waiting for some players,"['two', 'teams', 'waiting', 'for', 'some', 'players']","['two', 'team', 'wait', 'for', 'some', 'player']",two team wait for some player,0
4178,ham,Can Ã_ send me a copy of da report?,can ã send me a copy of da report,"['can', 'ã\x8c', 'send', 'me', 'a', 'copy', 'of', 'da', 'report']","['can', 'ã\x8c', 'send', 'me', 'a', 'copi', 'of', 'da', 'report']",can ã send me copi of da report,0
4179,ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",swhrt how u deyhope ur ok tot about u 2daylove n misstake care,"['swhrt', 'how', 'u', 'deyhope', 'ur', 'ok', 'tot', 'about', 'u', '2daylove', 'n', 'misstake', 'care']","['swhrt', 'how', 'u', 'deyhop', 'ur', 'ok', 'tot', 'about', 'u', '2daylov', 'n', 'misstak', 'care']",swhrt how deyhop ur ok tot about 2daylov misstak care,0
4180,ham,"Ok da, i already planned. I wil pick you.",ok da i already planned i wil pick you,"['ok', 'da', 'i', 'already', 'planned', 'i', 'wil', 'pick', 'you']","['ok', 'da', 'i', 'alreadi', 'plan', 'i', 'wil', 'pick', 'you']",ok da alreadi plan wil pick you,0
4181,spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or Ã¥Â£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",urgent please call 0906346330 your abta complimentary 4 spanish holiday or ã¥â£10000 cash await collection sae tcs box 47 po19 2ez 150ppm 18,"['urgent', 'please', 'call', '0906346330', 'your', 'abta', 'complimentary', '4', 'spanish', 'holiday', 'or', 'ã¥â£10000', 'cash', 'await', 'collection', 'sae', 'tcs', 'box', '47', 'po19', '2ez', '150ppm', '18']","['urgent', 'pleas', 'call', '0906346330', 'your', 'abta', 'complimentari', '4', 'spanish', 'holiday', 'or', 'ã¥â£10000', 'cash', 'await', 'collect', 'sae', 'tc', 'box', '47', 'po19', '2ez', '150ppm', '18']",urgent pleas call 0906346330 your abta complimentari spanish holiday or ã¥â£10000 cash await collect sae tc box 47 po19 2ez 150ppm 18,1
4182,ham,"Sorry, I'll call later in meeting",sorry ill call later in meeting,"['sorry', 'ill', 'call', 'later', 'in', 'meeting']","['sorri', 'ill', 'call', 'later', 'in', 'meet']",sorri ill call later in meet,0
4183,ham,I just really need shit before tomorrow and I know you won't be awake before like 6,i just really need shit before tomorrow and i know you wont be awake before like 6,"['i', 'just', 'really', 'need', 'shit', 'before', 'tomorrow', 'and', 'i', 'know', 'you', 'wont', 'be', 'awake', 'before', 'like', '6']","['i', 'just', 'realli', 'need', 'shit', 'befor', 'tomorrow', 'and', 'i', 'know', 'you', 'wont', 'be', 'awak', 'befor', 'like', '6']",just realli need shit befor tomorrow and know you wont be awak befor like,0
4184,ham,I'm good. Have you registered to vote?,im good have you registered to vote,"['im', 'good', 'have', 'you', 'registered', 'to', 'vote']","['im', 'good', 'have', 'you', 'regist', 'to', 'vote']",im good have you regist to vote,0
4185,ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",hmm ok ill stay for like an hour cos my eye is really sore,"['hmm', 'ok', 'ill', 'stay', 'for', 'like', 'an', 'hour', 'cos', 'my', 'eye', 'is', 'really', 'sore']","['hmm', 'ok', 'ill', 'stay', 'for', 'like', 'an', 'hour', 'co', 'my', 'eye', 'is', 'realli', 'sore']",hmm ok ill stay for like an hour co my eye is realli sore,0
4186,ham,Dear got bus directly to calicut,dear got bus directly to calicut,"['dear', 'got', 'bus', 'directly', 'to', 'calicut']","['dear', 'got', 'bu', 'directli', 'to', 'calicut']",dear got bu directli to calicut,0
4187,ham,Mm umma ask vava also to come tell him can play later together,mm umma ask vava also to come tell him can play later together,"['mm', 'umma', 'ask', 'vava', 'also', 'to', 'come', 'tell', 'him', 'can', 'play', 'later', 'together']","['mm', 'umma', 'ask', 'vava', 'also', 'to', 'come', 'tell', 'him', 'can', 'play', 'later', 'togeth']",mm umma ask vava also to come tell him can play later togeth,0
4188,ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",well the general price is  ltgt oz let me know ifwhenhow much you want,"['well', 'the', 'general', 'price', 'is', '', 'ltgt', 'oz', 'let', 'me', 'know', 'ifwhenhow', 'much', 'you', 'want']","['well', 'the', 'gener', 'price', 'is', '', 'ltgt', 'oz', 'let', 'me', 'know', 'ifwhenhow', 'much', 'you', 'want']",well the gener price is ltgt oz let me know ifwhenhow much you want,0
4189,ham,"Sorry, I'll call later",sorry ill call later,"['sorry', 'ill', 'call', 'later']","['sorri', 'ill', 'call', 'later']",sorri ill call later,0
4190,ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",each moment in a dayhas its own valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find them all todaygood morning,"['each', 'moment', 'in', 'a', 'dayhas', 'its', 'own', 'valuemorning', 'brings', 'hopeafternoon', 'brings', 'faithevening', 'brings', 'luvnight', 'brings', 'restwish', 'u', 'find', 'them', 'all', 'todaygood', 'morning']","['each', 'moment', 'in', 'a', 'dayha', 'it', 'own', 'valuemorn', 'bring', 'hopeafternoon', 'bring', 'faitheven', 'bring', 'luvnight', 'bring', 'restwish', 'u', 'find', 'them', 'all', 'todaygood', 'morn']",each moment in dayha it own valuemorn bring hopeafternoon bring faitheven bring luvnight bring restwish find them all todaygood morn,0
4191,ham,&lt;#&gt;  w jetton ave if you forgot,ltgt  w jetton ave if you forgot,"['ltgt', '', 'w', 'jetton', 'ave', 'if', 'you', 'forgot']","['ltgt', '', 'w', 'jetton', 'ave', 'if', 'you', 'forgot']",ltgt jetton ave if you forgot,0
